${0},,
Parent,الرئيسي,
"Parent Account","الحساب الرئيسي",
Party,"مورد / عميل",
"Patch Run","تشغيل التصحيح",
Pay,دفع,
Payable,مستحق الدفع,
Payment,دفع,
"Payment ${0} is Saved","تم حفظ الدفعة ${0}",
"Payment For","الدفع مقابل",
"Payment Method","طريقة الدفع",
"Payment No","رقم الدفع",
"Payment Number Series"," تسلسل المدفوعات",
"Payment Print Template","  قالب الطابعة المدفوعات",
"Payment Reference","مرجع الدفع",
"Payment Type","نوع الدفع",
"Payment amount cannot be ${0}.","لا يمكن أن يكون مبلغ الدفعة ${0}",
"Payment amount cannot be less than zero.","مبلغ الدفعة لا يمكن أن يكون أقل من الصفر.",
"Payment amount cannot exceed ${0}.","مبلغ الدفعة لا يمكن أن يتجاوز ${0} .",
"Payment amount: ${0} should be greater than 0.","مبلغ الدفعة: ${0} يجب أن يكون أكبر من 0.",
"Payment amount: ${0} should be less than Outstanding amount: ${1}.","مبلغ الدفعة: ${0} يجب أن يكون أقل من المبلغ المستحق: ${1}",
"Payment of ${0} will be made from account ""${1}"" to account ""${2}"" on Submit.","سيتم دفع ${0} من الحساب ""${1}"" إلى الحساب ""${2}"" عند الإرسال.",
Payments,المدفوعات,
"Payroll Payable","الرواتب المستحقة الدفع",
"Pending Qty. ${0}","الكمية المعلقة ${0}",
"Pending qty. ${0}","الكمية المعلقة ${0}",
Periodicity,الدورية,
Phone,الهاتف,
"Pick Columns","اختيار الأعمدة",
"Pick Import Columns","اختيار أعمدة الاستيراد",
Pink,,
Place,مكان,
"Place of supply","مكان التوريد",
"Plants and Machineries","المصانع والآليات",
"Please Wait","الرجاء الانتظار",
"Please check Key Hints for valid key names",,
"Please create a ${0} entry to view Template Preview.","يرجى إنشاء إدخال ${0} لعرض معاينة القالب.",
"Please fill all values.","يرجى ملء جميع القيم.",
"Please restart and try again.","يرجى إعادة التشغيل والمحاولة مرة أخرى.",
"Please select a Print Template","الرجاء تحديد قالب الطباعة",
"Please select a valid reference type.","الرجاء تحديد نوع مرجع صالح.",
"Please set GSTIN in General Settings.",,
"Please set Round Off Account in the Settings.",,
"Please set a Display Doc","الرجاء تعيين مستند العرض",
"Point of Sale","نقطة البيع",
"Postal Code","الرمز البريدي",
"Postal Expenses","المصاريف البريدية",
"Posting Date","تاريخ النشر",
Prefix,بادئة,
"Price List"," قائمة الاسعار ",
"Price List Item","Price List Item",
"Prime Bank","البنك الرئيسي",
Print,طباعة,
"Print ${0}","طباعة ${0}",
"Print Settings","إعدادات الطباعة",
"Print Setup","إعداد الطباعة",
"Print Template","قالب الطباعة",
"Print Template Name not set","لم يتم تعيين اسم قالب الطباعة",
"Print Template is empty","قالب الطباعة فارغ",
"Print Templates"," قوالب الطباعة",
"Print View","عرض الطباعة",
"Print and Stationery","طباعة و المكتبة",
Product,"منتج ",
"Profit And Loss","تقرير الربح والخسارة",
"Profit and Loss","الربح والخسارة",
Purchase,شراء,
"Purchase Acc."," حساب شراء",
"Purchase Invoice"," فاتورة مشتريات ",
"Purchase Invoice Item","بند فاتورة الشراء",
"Purchase Invoice Number Series"," تسلسل فاتورة المشتريات",
"Purchase Invoice Print Template","  قالب الطابعة فاتورة المشتريات",
"Purchase Invoice Terms"," شروط فاتورة المشتريات",
"Purchase Invoices"," فاتورة مشتريات ",
"Purchase Item","شراء السلعة",
"Purchase Item Created","تم إنشاء عنصر الشراء",
"Purchase Items","شراء العناصر",
"Purchase Payment","دفعة الشراء",
"Purchase Payment Account"," حساب دفع المشتريات",
"Purchase Payments"," مدفوعات المشتريات ",
"Purchase Receipt"," ايصال  الشراء  ",
"Purchase Receipt Item","إيصال شراء العنصر",
"Purchase Receipt Location"," موقع استلام المشتريات",
"Purchase Receipt Number Series"," تسلسل  استلام المشتريات",
"Purchase Receipt Print Template","  قالب الطابعة استلام المشتريات",
"Purchase Receipt Terms"," شروط استلام المشتريات",
Purchases,المشتريات,
Purple,,
Purpose,الغرض,
"Qty in Batch","الكمية في الدفعة",
"Qty. ${0}","الكمية ${0}",
"Qty. in Transfer Unit","الكمية في وحدة النقل",
Quantity,الكمية,
"Quantity (${0}) has to be greater than zero","يجب أن تكون الكمية (${0}) أكبر من الصفر",
"Quantity needs to be set","يجب تحديد الكمية",
Quarterly,"ربع سنوي",
Quarters,أرباع,
"Quick Search","بحث سريع",
"Quick edit error: ${0} entry has no name.","خطأ في التعديل السريع: إدخال ${0} ليس له اسم.",
Quote,"عرض أسعار",
"Quote Reference","عرض أسعارمرجعي",
Rate,معدل,
"Rate (${0}) cannot be less zero.","لا يمكن أن يكون السعر (${0}) أقل من صفر.",
"Rate (${0}) has to be greater than zero","يجب أن يكون المعدل (${0}) أكبر من الصفر",
"Rate can't be negative.","لا يمكن أن يكون المعدل سالبًا",
"Rate needs to be set","يجب تحديد السعر",
"Raw Value: ${0}","القيمة الخام: ${0}",
Receivable,"مستحق القبض",
Receive,مقبوض,
Red,,
"Ref Name","اسم المرجع",
"Ref Type","  نوع المرجع",
"Ref. / Cheque No.","المرجع. / رقم الشيك",
"Ref. Date","المرجع. التاريخ",
"Ref. Name","المرجع. الاسم",
"Ref. Type","المرجع. النوع",
Reference,مرجع,
"Reference Date","تاريخ المرجع",
"Reference Number","الرقم المرجعي",
"Reference Type","نوع المرجع",
References,"  المرجع",
"Reload Frappe Books?","إعادة تحميل البرنامج؟",
Report,تقرير,
"Report Error"," ",
"Report Issue","   ",
"Report will use more than one page if required.","سيستخدم التقرير أكثر من صفحة واحدة إذا لزم الأمر.",
Reports,التقارير,
"Required fields not selected: ${0}","لم يتم تحديد الحقول المطلوبة: ${0}",
"Retained Earnings","الأرباح المحتجزة",
Return,إرتجاع,
"Return Against","ح مقابل",
"Return Issued","الإرجاع الصادر",
"Reverse Chrg.","الشحن العكسي",
Reverted,"تم إرجاعه",
Reverts,يرجع,
"Review Accounts","مراجعة الحسابات",
"Review your chart of accounts, add any account or tax heads as needed","راجع مخطط الحسابات الخاص بك، وأضف أي حسابات أو عناوين ضريبية حسب الحاجة",
"Right Index","الفهرس الأيمن",
Role,الدور,
"Root Type","نوع الجذر",
"Round Off","جولة خارج",
"Round Off Account","تقريب الحساب",
"Round Off Account Not Found","لم يتم العثور على حساب التقريب",
"Rounded Off","تقريب",
"Row ${0}","الصف ${0}",
Sa,,
Salary,الراتب,
Sales,المبيعات,
"Sales Acc."," حساب المبيعات",
"Sales Expenses","مصاريف المبيعات",
"Sales Invoice","فاتورة مبيعات",
"Sales Invoice ${0} is Submitted","تم مرحلة فاتورة المبيعات ${0}",
"Sales Invoice Item","اصناف فاتورة المبيعات",
"Sales Invoice Number Series"," تسلسل فاتورة المبيعات",
"Sales Invoice Print Template","  قالب الطابعة فاتورة المبيعات ",
"Sales Invoice Terms"," شروط فاتورة المبيعات",
"Sales Invoices","فواتير المبيعات",
"Sales Item",مخزون,
"Sales Item Created","تم انشاء صنف مبيعات",
"Sales Items","عناصر المبيعات",
"Sales Payment","دفع المبيعات",
"Sales Payment Account"," حساب دفع المبيعات",
"Sales Payments","مدفوعات المبيعات",
"Sales Quote","عرض المبيعات",
"Sales Quote Item","بند عرض أسعار المبيعات",
"Sales Quote Number Series","سلسلة أرقام عروض المبيعات",
"Sales Quote Print Template","نموذج طباعة عرض سعر المبيعات",
"Sales Quotes","عروض المبيعات",
"Sales and Purchase","مبيعات و مشتريات",
Save,حفظ,
"Save ${0}?","حفظ ${0}?",
"Save Customizations","حفظ التخصيصات",
"Save Template","حفظ النموذج",
"Save Template File",حفظ ملف النموذج,
"Save as PDF","حفظ كملف PDF",
"Save as PDF Successful","PDF حفظ كملف ناجح",
"Save changes made to ${0}?","حفظ التغييرات التي أجريتها على ${0}؟",
"Save or Submit an entry.","حفظ أو ترحيل إدخال.",
Saved,"تم الحفظ",
"Search an Item","البحث عن عنصر",
"Secured Loans","قروض مضمونة",
"Securities and Deposits","الأوراق المالية والودائع",
Select,تحديد,
"Select CoA","حدد شهادة توثيق البرامج",
"Select Color","تحديد اللون",
"Select Country","تحديد الدولة",
"Select File","تحديد ملف",
"Select Image","حدد صورة",
"Select Template File","حدد ملف القالب",
"Select a Display Doc to view the Template","حدد مستند العرض لعرض القالب",
"Select a Template type","اختر نوع القالب",
"Select a form type to customize","حدد نوع النموذج للتخصيص",
"Select a pre-defined page size, or set a custom page size for your Print Template.","حدد حجم صفحة محدد مسبقًا، أو قم بتعيين حجم صفحة مخصص لقالب الطباعة الخاص بك.",
"Select column","حدد العمود",
"Select file","تحديد ملف",
"Select folder","تحديد مجلد",
"Select the template type.","حدد نوع القالب.",
Selected,"تم التحديد",
September,سبتمبر,
"Serial Number","الرقم التسلسلي",
"Serial Number ${0} does not belong to the item ${1}.","الرقم التسلسلي ${0} لا ينتمي إلى العنصر ${1}.",
"Serial Number ${0} does not exist.","الرقم التسلسلي ${0} غير موجود.",
"Serial Number ${0} is not Active.","الرقم التسلسلي ${0} ليس نشطًا.",
"Serial Number ${0} is not Inactive","الرقم التسلسلي ${0} ليس غير نشط",
"Serial Number ${0} status is not Active.","حالة الرقم التسلسلي ${0} ليست نشطة.",
"Serial Number Description","وصف الرقم التسلسلي",
"Serial Number is enabled for Item ${0}","تم تمكين الرقم التسلسلي للعنصر ${0}",
"Serial Number is not enabled for Item ${0}","لم يتم تمكين الرقم التسلسلي للعنصر ${0}",
"Serial Number not set for row ${0}.","لم يتم تعيين الرقم التسلسلي للصف ${0}.",
"Serial Number set for row ${0}.","تم تعيين الرقم التسلسلي للصف ${0}.",
Service,الخدمة,
"Print Size","حجم الطباعة",
"Set Discount Amount","اعداد مبلغ الخصم",
"Set Period","الفترة المحددة",
"Set Print Size","تعيين حجم الطباعة",
"Set Template Type","تعيين نوع القالب",
"Set Up","إعداد",
"Set Up Your Workspace","إعداد مساحة العمل الخاصة بك",
"Set a Template value to see the Print Template","قم بتعيين قيمة القالب لرؤية قالب الطباعة",
"Set an Import Type","تعيين نوع الاستيراد",
"Set the display language.","ضبط لغة العرض.",
"Set the local code. This is used for number formatting.","اضبط الكود المحلي. يستخدم هذا لتنسيق الأرقام",
"Set up your company information, email, country and fiscal year","قم بإعداد معلومات شركتك والبريد الإلكتروني والدولة والسنة المالية",
"Set up your opening balances before performing any accounting entries","قم بإعداد أرصدتك الافتتاحية قبل إجراء أي إدخالات محاسبية",
"Set up your organization","إعداد منظمتك",
"Set up your tax templates for your sales or purchase transactions","قم بإعداد قوالب الضرائب الخاصة بمعاملات البيع أو الشراء الخاصة بك",
"Sets how many digits are shown after the decimal point.","تعيين عدد الأرقام التي تظهر بعد العلامة العشرية.",
"Sets the app-wide date display format.","يضبط تنسيق عرض التاريخ على مستوى التطبيق.",
"Sets the internal precision used for monetary calculations. Above 6 should be sufficient for most currencies.","يضبط الدقة الداخلية المستخدمة في الحسابات النقدية. يجب أن يكون الرقم الأعلى من 6 كافيًا لمعظم العملات",
"Setting Up Instance","إعداد المثيل",
Settings,الإعدادات,
Setup,الإعداد,
"Setup Complete","اكتمل الإعداد",
"Setup Wizard","معالج الإعداد",
"Setup system defaults like date format and display precision","إعداد إعدادات النظام الافتراضية مثل تنسيق التاريخ ودقة العرض",
Shipment,"صرف مخزني - شحن",
"Shipment ${0} is Submitted","تم إرسال ال شحنة ${0}",
"Shipment Item","عنصر شحن",
"Shipment Location"," موقع شحن البضاعة",
"Shipment Number Series"," تسلسل  شحن المخزون",
"Shipment Print Template","  قالب الطابعة شحن البضائع",
"Shipment Terms"," شروط شحن البضائع",
Shortcuts,"  الاختصارات",
"Should entries be submitted after syncing?",هل يجب تقديم الإدخالات بعد المزامنة؟,
"Show HSN","إظهار رقم HSN",
"Show Me",أرني,
"Show Month/Year","إظهار الشهر/السنة",
"Single Value","قيمة واحدة",
"Skip Child Tables","تخطي الجداول الفرعية",
"Skip Transactions","تخطي المعاملات",
"Smallest Currency Fraction Value","أصغر قيمة لكسر العملة",
Softwares,البرامج,
"Something has gone terribly wrong. Please check the console and raise an issue.","لقد حدث خطأ ما بشكل رهيب. يرجى التحقق من وحدة التحكم وإثارة المشكلة",
"Source of Funds (Liabilities)","مصدر الأموال (الخصوم)",
"Standard Chart of Accounts","المخطط القياسي للحسابات",
Start,ابدأ,
"Start From Row Index","ابدأ من فهرس الصف",
State,الدولة,
"State Tax","ضريبة الولاية",
Status,الحالة,
Stock,مخزون,
"Stock Adjustment","تسوية المخزون",
"Stock Assets","أصول المخزون",
"Stock Balance"," رصيد المخزون  ",
"Stock Entries","إدخالات المخزون",
"Stock Expenses","مصاريف المخزون",
"Stock In Hand","المخزون في متناول اليد",
"Stock In Hand Acc."," حساب المخزون في متناول اليد",
"Stock Ledger","دفتر الجرد الرئيسي للمخزون ",
"Stock Ledger Entry","إدخال دفتر الأستاذ للمخزون",
"Stock Liabilities","مطلوبات المخزون",
"Stock Movement"," حركة المخزون",
"Stock Movement Item","عنصر حركة المخزون",
"Stock Movement No."," رقم تنقلات المخزون ",
"Stock Movement Number Series"," تسلسل تنقلات المخزون",
"Stock Movement Print Template","  قالب الطابعة تنقلات المخزون",
"Stock Movements","حركة الخزون",
"Stock Not Received","لم يتم استلام المخزون",
"Stock Not Shipped","المخزون غير مشحون",
"Stock Not Transferred","لم يتم نقل المخزون",
"Stock Received But Not Billed","تم استلام المخزون ولكن لم يتم إصدار فاتورة به",
"Stock Received But Not Billed Acc."," حساب استلام المخزون من المورد ولم يتم إصدار فاتورة ",
"Stock Transfer Item","عنصر نقل المخزون",
"Stock Unit","وحدة المخزون",
StockTransfer,"نقل المخزون",
Stores," المخازن",
Su,,
Submit,ترحيل,
"Submit ${0}?","ترحيل ${0}؟",
"Submit & Print","حفظ وطباعة",
"Submit entries?","حفظ الإدخالات؟",
Submitted,مرحل,
Success,نجاح,
Supplier,المورد,
"Supplier Created","إنشاء المورد",
Suppliers,الموردون,
Symbol,الرمز,
System,النظام,
"System Settings","إعدادات النظام",
"System Setup","إعداد النظام",
Table,جدول,
Target,هدف,
Tax,الضريبة,
"Tax Account","حساب الضرائب",
"Tax Amount","مبلغ الضريبة",
"Tax Assets","الأصول الضريبية",
"Tax Detail","التفاصيل الضريبية",
"Tax ID","المعرّف الضريبي",
"Tax Invoice Account","حساب الفاتورة الضريبية",
"Tax Payment Account","حساب دفع الضرائب",
"Tax Rate","معدل الضريبة",
"Tax Summary","ملخص  الضريبة",
"Tax Template","نموذج الضريبة",
"Tax Templates","قوالب الضرائب",
"Tax and Totals","الضرائب والمجموعات",
"Taxable Value","القيمة الخاضعة للضريبة",
"Taxed Amount","المبلغ الخاضع للضريبة",
Taxes,الضرائب,
"Taxes and Charges","الضرائب والرسوم",
Teal,,
"Telephone Expenses","مصاريف الهاتف",
Template,قالب,
"Template Builder","منشئ القالب",
"Template Compilation Error","خطأ في تجميع القالب",
"Template Name","لغة وعملة النظام",
"Template Type","نوع القالب",
"Template file saved","تم حفظ ملف القالب",
Temporary,مؤقت,
"Temporary Accounts","حسابات مؤقتة",
"Temporary Opening","الافتتاح المؤقت",
Terms,الشروط,
Text,نص,
Th,,
"The following characters cannot be used ${0} in a Number Series name.","لا يمكن استخدام الأحرف التالية ${0} في اسم سلسلة الأرقام.",
"The following items have insufficient quantity for Shipment: ${0}","العناصر التالية ليس لديها كمية كافية للشحن: ${0}",
"This Month","هذا الشهر",
"This Quarter","هذا الربع",
"This Year","هذه السنة",
"This action is permanent","هذا العمل دائم",
"This action is permanent and will cancel the following payment: ${0}","هذا الإجراء نهائي وسيؤدي إلى إلغاء الدفعة التالية: ${0}",
"This action is permanent and will cancel the following payments: ${0}","هذا الإجراء نهائي وسيؤدي إلى إلغاء الدفعات التالية: ${0} ",
"This action is permanent and will delete associated ledger entries.","هذا الإجراء دائم وسوف يؤدي إلى حذف إدخالات الدفتر المرتبطة به.",
"This action is permanent.","هذا الإجراء دائم.",
"Times New Roman",,
To,إلى,
"To Account",الحساب,
"To Account and From Account can't be the same: ${0}","لا يمكن أن يكون "إلى الحساب" و"من الحساب" هو نفسه: ${0}",
"To Date","حتى تاريخ",
"To Loc.","الى الموقع",
"To Year","حتى سنة",
"Toggle Edit Mode","تبديل وضع التحرير",
"Toggle Key Hints","تلميحات تبديل المفاتيح",
"Toggle Linked Entries widget, not available in Quick Edit view.","أداة تبديل الإدخالات المرتبطة، غير متوفرة في عرض التحرير السريع.",
"Toggle between form and full width","التبديل بين النموذج والعرض الكامل",
"Toggle sidebar","تبديل الشريط الجانبي",
"Toggle the Create filter","تبديل مرشح الإنشاء",
"Toggle the Docs filter","تبديل مرشح المستندات",
"Toggle the List filter","تبديل عامل تصفية القائمة",
"Toggle the Page filter","تبديل عامل تصفية الصفحة",
"Toggle the Report filter","تبديل مرشح التقرير",
"Top Expenses","أهم المصروفات",
Total,اجمالى,
"Total Amount","المبلغ الإجمالي",
"Total Asset (Debit)","اجمالى الاصول(مدين)",
"Total Debit: ${0} must be equal to Total Credit: ${1}","إجمالي المدين: ${0} يجب أن يكون مساويًا لإجمالي الدائن: ${1}",
"Total Discount","الخصم الإجمالي",
"Total Equity (Credit)","اجمالى حقوق الملكية(دائن)",
"Total Expense (Debit)","اجمالى المصروفات(مدين)",
"Total Income (Credit)","اجمالى الدخل(دائن)",
"Total Liability (Credit)","اجمالى الالتزامات(دائن)",
"Total Profit","اجمالى الربح",
"Total Quantity","إجمالي الكمية",
"Total Spending","إجمالي الإنفاق",
"Track Inventory","تتبع المخزون",
Transfer,تحويل,
"Transfer No"," رقم نقل الشحنة",
"Transfer Type","نوع التحويل",
"Transfer Unit","وحدة التحويل",
"Transfer Unit ${0} is not applicable for Item ${1}","وحدة النقل ${0} غير قابلة للتطبيق على العنصر ${1}",
"Transfer will cause future entries to have negative stock.","سوف يؤدي النقل إلى أن يكون المخزون المستقبلي سلبيا.",
"Travel Expenses","مصاريف السفر",
"Trial Balance","تقرير ميزان المراجعة",
Tu,,
Type,النوع,
"Type to search...","اكتب حتى يتم البحث",
UOM,"وحدة القياس",
"UOM Conversion Item","عنصر تحويل وحدة القياس",
"UOM Conversions","وحدة القياس",
Unit," قطعة",
"Unit Type","نوع الوحدة",
Unpaid,"غير مدفوعة",
"Unpaid ${0}","غير مدفوع ${0}",
"Unsecured Loans","قروض غير مضمونة",
"Until Date","حتى تاريخ",
"Use Full Width","استخدام العرض الكامل",
"Use List Filters","استخدام مرشحات القائمة",
"User Remark","ملاحظة المستخدم",
"Utility Expenses","نفقات المرافق",
"Validation Error","خطأ في التحقق",
Value,القيمة,
"Value missing for ${0}","القيمة مفقودة لـ ${0}",
"Value: ${0}",,
Version,,
View,عرض,
"View Accounting Entries","عرض القيود المحاسبية",
"View Paid Invoices","عرض الفواتير المدفوعة",
"View Purchases","عرض المشريات",
"View Sales","عرض  المبيعات",
"View Stock Entries","عرض إدخالات المخزون",
"View Unpaid Invoices","عرض الفواتير غير المدفوعة",
"View linked entries","عرض الإدخالات المرتبطة",
We,,
"Welcome to Frappe Books","مرحبًا بكم في برنامج المحاسبة",
"Welcome to Accounting","مرحبًا بكم في برنامج المحاسبة",
"Width (in cm)",,
"Write Off",شطب,
"Write Off Account","شطب الحساب",
"Write Off Account ${0} does not exist. Please set Write Off Account in General Settings","حساب الشطب ${0} غير موجود. يرجى ضبط حساب الشطب في الإعدادات العامة",
"Write Off Account not set. Please set Write Off Account in General Settings","شطب الحساب لم يتم تعيينه. يرجى تعيين حساب الشطب في الإعدادات العامة",
"Write Off Entry","شطب الإدخال",
"Year to Date","السنة حتى الآن",
Yearly,سنوي,
Years,سنوات,
Yellow,اصفر,
Yes,نعم,
"check values and click on","تحقق من القيم وانقر على",
"in Batch ${0}","في الدفعة ${0}",
john@doe.com,,
"to apply changes","لتطبيق التغييرات",
"Open POS Shift","فتح نقطة بيع",
Accounting,الحسابات,
"Set up your company information, email, country and fiscal year","قم بإعداد معلومات شركتك والبريد الإلكتروني والبلد والسنة المالية",
"Setup system defaults like date format and display precision","إعداد الإعدادات الافتراضية للنظام مثل تنسيق التاريخ ودقة العرض",
"Review your chart of accounts, add any account or tax heads as needed","راجع مخطط الحسابات الخاص بك ، وأضف أي حساب أو رؤساء الضرائب حسب الحاجة",
"Set up your opening balances before performing any accounting entries","قم بإعداد الأرصدة الافتتاحية قبل إجراء أي إدخالات محاسبية",
"Enter Barcode","أدخل الباركود",
"Sales Teams","فريق المبيعات",
Coupons,كوبونات,
"Please create a Quote entry to view Template Preview.","يرجى إنشاء إدخال عرض الأسعار لعرض معاينة القالب.",
Main,الرئيسية,
"Reload Accounting Program?","إعادة تحميل برنامج المحاسبة؟",
"Loyalty Program","برنامج الولاء",
"Pricing Rule","قاعدة التسعير",
"Coupon Code","رمز الكوبون",
held,حجز,
"Pay & Print","الدفع والطباعة",
CASH,نقدا,
BANK,بنك,
TRANSFER,تحويل,
"Closing Amounts","مبالغ الإغلاق",
"Enable Pricing Rule","تمكين قاعدة التسعير",
"Enable Loyalty Program","تفعيل برنامج الولاء",
"Enable Coupon Code","تفعيل رمز الكربون",
"Enable Lead","تمكين العميل المحتمل",
"Weigth Enabled Barcode","تمكين الباركود",
"Check Digits","التحقق من الأرقام",
"item Weight Digits","أرقام وزن السلعة",
"Item Code Digits","أرقام كود الصنف",
"Allow to bypass filters","السماح بتجاوز فلترات",
Lead,"عميل محتمل",
Mobile,جوال,
Open,مفتوح,
Replied,"تم الرد",
Interested,المهتمين,
"Discount Type","نوع الخصم",
"Display Time In Invoice","عرض الوقت في الفاتورة",
"Display Amount In Words","عرض المبلغ بالكلمات",
"Pos Print Width","عرض الطباعة في نقطة البيع",
"Pos Ui","واجهة مستخدم نقطة البيع",
Subtotal,"المجموع الفرعي",
TO,الى,
FROM,من,
"Grid View","عرض الشبكة",
"Sales Invoice List","قائمة فواتير المبيعات",
"Available Qty","الكمية المتوفرة",
"Apply Price List","تطبيق قائمة الأسعار",
"Transfer Quantity","نقل الكمية",
"Closing Cash","إغلاق النقدية",
Discount,خصم,
"Limit number of rows","الحد رقم من السطور",
Custom,مخصص,
Price,سعر,
Qty,كمية,
Tendered,المدفوع,
"Thank You Visit Again","شكرا لزيارتكم مرة أخرى",
"Net Total To Pay","صافي المجموع للدفع",
"Vat Summary","ملخص بعد ضريبة المضافة",
"Total Ex.Vat","مجموع ضريبة المضافة",
"Grand Total In Words:","المجموع الكلي بالكلمات:",
Notes,ملاحظات,
Theme,"سمة البرنامج",
"Pricing Rule Detail","تفاصيل قواعد التسعير",
none,"لا شيء",
"Cash In Denominationst","نقدا بالفئة",
"Balance Qty.","رصيد الكمية",
"Balance Value","قيمة الكمية",
"Opening Qty.","كمية افتتاحية",
"Opening Value","قيمة افتتاحية",
"In Qty.","كمية وارد",
"In Value","قيمة وارد",
"Out Qty.","كمية صادرة",
"Out Value","قيمة الصادرة",
"Valuation rate","معدل التقييم",
"Print Failed","فشل في الطباعة",
"Incoming rate","معدل الوارد",
"Value Change","القيمةالمتغيرة",
"Loyalty Points","نقاط الولاء",
"Applied Coupon Codes","تطبيق اكواد الكربون",
"Continue","متابعة",
"Clicking continue will remove all the selected items.","سيؤدي النقر فوق متابعة إلى إزالة كافة العناصر المحددة.",
Alert,تنبيه,
